"z_id","address","dateSold","price","beds","baths","house_area"
"zpid_42710089","2425 NW 38th St, Gainesville, FL",2016-12-28,260000,4,3,2426
"zpid_42715363","1511 NW 31st St, Gainesville, FL",2016-12-28,192000,3,2,1635
"zpid_42720358","10015 SW 35th Pl, Gainesville, FL",2016-12-27,250000,3,2,1860
"zpid_42720683","5326 SW 80th Ter, Gainesville, FL",2016-12-27,133000,3,2,1315
"zpid_42704338","3409 NW 62nd Pl, Gainesville, FL",2016-12-27,217500,3,2,1740
"zpid_42702692","7535 NW 47th Way, Gainesville, FL",2016-12-27,80000,2,2,1207
"zpid_42703328","6613 NW 27th St, Gainesville, FL",2016-12-27,137000,3,2,1104
"zpid_42708092","2631 NW 45th Pl, Gainesville, FL",2016-12-23,114010,2,2,1080
"zpid_42729398","1017 NW 31st Ave, Gainesville, FL",2016-12-22,135000,2,2,1328
"zpid_42721632","9924 SW 52nd Rd, Gainesville, FL",2016-12-22,234000,3,2,1650
"zpid_42714136","1835 NW 40th Ter, Gainesville, FL",2016-12-22,140000,3,2,1267
"zpid_42729880","2236 NW 37th Pl, Gainesville, FL",2016-12-22,186000,4,3,1986
"zpid_42722085","4126 SW 96th Dr, Gainesville, FL",2016-12-22,508000,4,3,3162
"zpid_42722348","3612 SW 98th Blvd, Gainesville, FL",2016-12-22,230000,3,2,1620
"zpid_42711835","3616 NW 77th Ter, Gainesville, FL",2016-12-22,249900,3,3,2343
"zpid_42721637","9948 SW 52nd Rd, Gainesville, FL",2016-12-22,305000,3,2,2134
"zpid_42722799","4609 SW 67th Ter, Gainesville, FL",2016-12-22,56000,2,2,1251
"zpid_42702362","8620 NW 13th St LOT 396, Gainesville, FL",2016-12-22,76000,2,2,1056
"zpid_42710078","2716 NW 37th Ter, Gainesville, FL",2016-12-22,179900,3,2,1894
"zpid_42723478","5730 SW 89th Dr, Gainesville, FL",2016-12-22,380000,4,4,3055
"zpid_2102743573","4126 Sw 96th Drive, Gainesville, FL",2016-12-21,509000,4,3,3200
"zpid_2099711157","8255 NW 53rd Ter, Gainesville, FL",2016-12-21,289900,4,4,2431
"zpid_103029053","2717 NW 143rd Way, Newberry, FL",2016-12-21,270000,3,2,1919
"zpid_42702671","4708 NW 77th Rd, Gainesville, FL",2016-12-21,99000,3,2,1380
"zpid_42697564","953 NW 122nd Ter, Newberry, FL",2016-12-21,184000,3,2,1535
"zpid_70606396","2216 NW 49th Ave, Gainesville, FL",2016-12-21,189900,3,2,1706
"zpid_42727183","2198 NW 42nd Ave, Gainesville, FL",2016-12-21,91200,3,2,1043
"zpid_89738674","7695 SW 25th Ave, Gainesville, FL",2016-12-21,219900,3,2,1455
"zpid_42713887","4611 NW 13th Ave, Gainesville, FL",2016-12-21,318000,5,3,3044
"zpid_42696462","6408 NW 124th St, Gainesville, FL",2016-12-21,337000,3,3,2910
"zpid_42730761","1832 NW 10th Ave, Gainesville, FL",2016-12-21,272500,4,3,2221
"zpid_82040495","12220 NW 7th Ln, Newberry, FL",2016-12-21,217000,3,2,1608
"zpid_42727062","4308 NW 20th Dr, Gainesville, FL",2016-12-21,120000,3,2,1104
"zpid_42707896","2648 NW 42nd Pl, Gainesville, FL",2016-12-21,125500,3,2,1356
"zpid_42703909","6517 NW 29th Ter, Gainesville, FL",2016-12-21,123000,2,2,1100
"zpid_42729912","3433 NW 22nd Dr, Gainesville, FL",2016-12-21,138000,3,2,1105
"zpid_66691176","1128 NW 120th Way, Gainesville, FL",2016-12-21,173700,3,2,1345
"zpid_42730549","1502 NW 17th St, Gainesville, FL",2016-12-21,225000,3,2,1593
"zpid_42721349","8808 SW 44th Ln, Gainesville, FL",2016-12-20,298000,3,3,2202
"zpid_42716518","3715 NW 7th Pl, Gainesville, FL",2016-12-20,103754,3,2,1400
"zpid_42722213","10501 SW 52nd Ave, Gainesville, FL",2016-12-19,420000,3,3,2582
"zpid_42722121","5008 SW 91st Dr, Gainesville, FL",2016-12-19,220000,3,3,1637
"zpid_42702941","2345 NW 54th Blvd, Gainesville, FL",2016-12-19,109250,3,2,1112
"zpid_42736699","2104 SW 14th St, Gainesville, FL",2016-12-19,90000,2,1,864
"zpid_42730836","2222 NW 8th Ave, Gainesville, FL",2016-12-19,253000,3,2,2176
"zpid_42728792","3221 NW 6th St, Gainesville, FL",2016-12-19,283000,5,4,3289
"zpid_42703770","6008 NW 29th St, Gainesville, FL",2016-12-19,122000,3,2,1202
"zpid_42705076","3912 NW 65th Ave, Gainesville, FL",2016-12-19,222000,4,2,1975
"zpid_42708402","4302 NW 32nd St, Gainesville, FL",2016-12-19,126500,3,2,1260
"zpid_42703832","6329 NW 26th Ter, Gainesville, FL",2016-12-19,125000,3,2,1066
"zpid_42710757","3308 NW 54th Ter, Gainesville, FL",2016-12-19,96700,3,2,1193
"zpid_42711941","10549 NW 32nd Rd, Gainesville, FL",2016-12-19,60000,3,2,1779
"zpid_42729682","1500 NW 34th Pl, Gainesville, FL",2016-12-19,1e+05,3,2,1100
"zpid_42722368","9516 SW 35th Ln, Gainesville, FL",2016-12-19,316000,4,3,2185
"zpid_82045186","1625 SW 108th St, Gainesville, FL",2016-12-16,6e+05,4,4,3455
"zpid_42703722","6008 NW 27th St, Gainesville, FL",2016-12-16,129000,4,2,1352
"zpid_42703027","6602 NW 33rd St, Gainesville, FL",2016-12-16,162500,3,2,1494
"zpid_42706956","4724 NW 36th St, Gainesville, FL",2016-12-16,116000,3,2,1696
"zpid_42721196","5108 SW 94th St, Gainesville, FL",2016-12-16,143000,2,2,1207
"zpid_42715436","1401 NW 28th St, Gainesville, FL",2016-12-16,275000,4,3,2127
"zpid_42721958","5020 SW 88th Ter, Gainesville, FL",2016-12-16,235000,3,2,1592
"zpid_42707611","4702 NW 23rd Ter, Gainesville, FL",2016-12-16,60000,4,2,1794
"zpid_42705810","5629 NW 97th St, Gainesville, FL",2016-12-16,232000,4,2,2542
